January,February,March,April,May,June,July,August,September,October,November,December
744,104,138,0,0,1584,1715,497,1183,110,131,1794
110,441,110,470,107,865,1316,1350,1543,126,131,327
1170,896,1583,1334,107,116,1527,87,1516,96,1748,1265
0,1601,1492,160,916,432,101,1442,671,132,89,114
1439,108,130,112,207,525,1676,106,1393,502,0,1553
0,1527,772,115,173,87,114,1256,0,87,370,869
122,78,100,0,172,1397,1569,131,101,287,119,1104
121,92,1643,94,1323,770,791,228,1345,93,284,127
1244,93,104,1304,107,1056,113,95,0,454,1746,1298
114,1354,294,0,112,1214,96,537,92,88,153,175
967,102,966,118,111,116,528,90,302,117,133,133
100,86,0,0,1067,1571,118,119,175,161,0,92
1489,397,85,96,91,102,154,107,585,0,119,79
200,119,0,71,0,101,104,135,110,1620,149,1735
586,1374,331,113,1003,527,383,117,337,134,541,568
96,259,1464,328,133,1216,767,0,95,1214,0,1036
1188,1258,1727,1140,0,106,955,437,0,1555,412,0
79,110,161,168,131,717,747,109,1223,585,174,747
431,104,173,86,1746,177,1689,1117,986,104,0,0
158,87,625,0,1594,1044,1161,1271,233,955,476,891
0,0,0,0,0,1396,581,910,129,261,1602,95
1133,180,1684,125,1758,699,1658,101,677,292,137,123
107,1787,161,1280,104,107,164,1070,1058,1576,1622,105
88,89,121,639,1434,1609,642,996,140,1772,129,119
157,97,236,111,86,71,636,0,96,1038,105,126
138,1281,1609,1088,247,95,114,1684,116,1563,93,901
1598,565,98,1081,120,159,177,145,90,165,1165,128
257,117,1603,1559,177,1587,123,116,1451,140,158,0
1545,104,927,135,614,91,96,916,92,114,0,1719
1240,155,115,88,1596,128,794,625,965,773,251,654
107,173,99,0,1299,510,128,1102,1068,821,1426,75
1385,0,1141,398,1688,1270,0,1455,586,85,139,144
1566,96,410,1009,1421,489,1203,537,1061,124,0,1007
80,104,1019,1636,97,88,1790,0,87,111,1098,1597
1343,257,202,1537,112,715,1694,107,415,1634,176,1077
70,348,1454,509,670,907,118,1504,479,1089,689,227
116,416,1489,222,125,0,922,548,130,154,0,572
382,632,456,114,126,0,205,89,854,1139,1606,1043
919,88,109,1450,159,90,320,86,459,1305,1405,109
84,130,132,0,0,128,118,0,1555,122,1702,289
105,970,113,447,422,1081,170,100,1607,142,127,90
1236,0,1303,1626,241,491,840,108,0,90,1032,579
850,0,0,379,102,74,78,1042,0,1550,1757,0
158,166,144,1247,71,120,0,94,0,161,94,1094
1002,1221,208,1099,0,0,146,508,158,101,89,0
1545,1493,1315,1142,327,162,100,0,159,992,126,915
1506,127,568,781,1463,732,159,147,104,122,457,1629
96,1701,134,0,636,125,132,1455,103,93,0,131
668,1037,333,0,965,132,362,156,1421,1022,1118,1249
397,89,521,175,1670,468,88,788,92,465,1791,0
1001,118,1115,0,0,110,73,0,0,114,1490,98
286,389,392,1457,748,87,121,120,130,222,158,91
166,98,0,0,1755,1366,0,110,74,131,479,1125
89,678,616,127,0,244,84,0,1622,102,1298,1220
92,0,93,0,1563,703,0,301,596,854,126,84
671,129,309,1398,91,108,905,85,128,131,514,578
108,761,825,1259,91,536,250,615,1074,117,91,72
1639,102,1093,133,586,811,83,747,1595,281,71,979
121,97,108,599,116,1069,838,109,404,0,208,90
452,1678,742,710,98,91,1208,103,100,91,387,1493
75,126,652,123,201,140,580,1238,297,81,774,163
1517,493,141,102,802,493,1695,1607,121,164,1401,1487
144,1783,0,409,1731,1330,752,72,736,1672,629,139
122,1585,107,134,535,0,97,622,517,130,1111,93
128,1677,218,1710,84,0,101,169,1137,1195,1778,721
0,0,0,1529,912,806,111,553,1589,398,1122,1545
119,1380,772,711,112,1502,113,640,141,94,102,1597
315,111,680,619,0,1542,129,0,0,0,0,385
123,118,99,1311,417,0,1295,132,439,1040,1679,111
98,0,999,578,77,154,795,261,1151,679,117,118
1036,0,1645,0,1001,499,0,1031,108,1246,1276,127
136,158,91,85,1119,1405,103,439,78,115,394,1420
1307,0,108,760,129,0,292,0,0,97,0,1230
144,116,138,85,166,1512,362,292,130,139,1247,901
276,110,1543,96,715,1672,0,125,116,141,96,415
89,477,132,0,512,88,92,509,133,95,135,98
79,131,0,92,763,0,315,120,0,1048,290,129
90,0,715,1394,157,442,1055,788,1563,1401,0,1298
1199,257,0,1515,474,241,750,174,1496,109,125,122
87,1219,1287,157,1102,580,0,951,73,1417,1504,95
123,0,1344,1451,124,871,1629,0,707,440,1427,120
84,1587,0,107,133,770,167,681,842,730,86,1697
1181,121,130,236,172,0,0,505,113,800,1396,1215
839,165,860,96,359,113,1517,1552,0,1640,489,89
252,157,113,73,176,1608,100,91,821,1467,698,872
1781,141,1365,124,155,506,1404,138,901,132,0,0
1370,1425,1731,1069,997,708,80,313,0,1416,1649,473
266,110,151,667,1358,1136,880,1116,115,438,687,0
985,171,0,1618,127,395,124,1571,124,890,110,484
1739,101,166,427,133,99,333,599,120,1708,74,123
120,109,240,99,0,1785,117,0,87,0,888,1309
86,0,130,354,1342,1752,1444,1568,845,224,639,126
0,97,914,302,1436,117,178,113,1691,824,119,1539
132,136,782,247,707,1186,335,1131,131,100,147,0
1426,91,1453,1767,833,0,104,1099,967,332,1129,129
382,0,84,120,144,694,308,1471,766,1770,636,789
273,1618,140,132,1347,0,1789,469,133,135,1056,0
1730,95,139,95,110,1575,1281,169,1561,0,1258,373
127,140,0,925,101,255,0,117,617,1480,104,1529
766,1390,0,156,440,0,96,0,271,441,0,0
1042,1757,131,77,1059,111,107,119,72,1682,139,1795
140,434,0,134,112,263,273,113,1647,0,0,130
100,1774,1489,1409,1334,732,134,123,1036,0,104,75
1501,149,1489,83,662,945,892,140,929,120,108,115
387,120,85,119,146,0,880,1213,86,0,99,1173
127,1090,111,96,162,114,666,1629,302,342,121,263
1708,831,0,134,120,579,155,380,1201,129,0,114
447,356,86,119,1288,105,105,1285,1778,136,110,167
520,117,1744,1546,121,389,140,88,114,157,216,139
1477,116,130,72,1521,126,1699,1055,166,86,1311,793
876,821,228,91,0,167,762,815,95,128,529,102
91,155,93,1216,0,0,261,1541,141,115,0,0
268,1462,0,0,0,0,376,0,99,272,716,114
107,1486,135,1660,155,1119,0,908,1196,1025,0,136
1050,136,97,0,89,132,107,433,85,1369,1713,106
1386,90,287,123,1064,106,177,1132,92,1551,278,110
91,1000,1543,490,161,641,790,141,282,74,146,104
121,1012,1438,85,624,228,646,135,1409,564,0,656
97,132,105,87,1556,1334,208,1054,116,1476,1315,0
1701,839,116,1747,452,377,111,1036,111,79,201,674
288,1099,0,239,1413,1001,81,277,157,221,101,124
169,938,0,638,408,120,167,74,759,900,113,135
133,118,97,1481,229,136,243,1602,1323,1445,1327,0
0,1324,804,1696,173,244,0,112,114,915,1421,834
744,1618,871,650,103,1587,314,102,99,0,0,115
1605,1092,1707,110,0,131,1276,584,1476,95,118,340
1777,105,417,120,109,170,115,616,99,548,903,111
103,113,409,234,169,92,1758,74,846,725,851,123
0,124,120,108,122,115,1284,89,646,1503,105,1204
127,117,206,1733,0,1750,324,257,255,265,134,103
171,100,129,272,981,852,0,99,459,109,588,1397
92,117,645,111,114,114,160,1684,128,0,167,1126
962,118,351,104,109,125,132,818,91,172,0,126
0,105,94,880,159,1343,111,827,137,109,0,352
772,1261,931,0,0,138,133,150,0,421,113,99
0,727,132,87,907,0,1393,681,91,972,1217,111
107,92,549,565,1484,1434,106,0,135,340,107,0
1361,129,0,114,0,103,146,1474,0,212,143,753
892,94,151,1417,1524,530,167,1797,1453,910,117,1316
856,882,1346,138,321,115,1373,1217,0,1740,130,121
778,1631,0,1390,149,137,1114,0,1466,1043,329,1347
116,1597,1385,349,1674,1710,1656,1697,1314,1439,1222,0
1180,0,350,1065,0,1685,163,212,1303,1276,515,1155
172,0,83,1138,216,902,810,238,119,534,696,1543
0,151,1427,0,179,1042,1091,1331,0,88,828,1424
106,207,913,1552,137,467,111,1150,1619,1370,1251,641
770,1627,95,481,143,1617,0,101,1353,1269,355,114
0,0,0,1067,156,0,772,135,0,1519,1102,1610
1117,145,121,84,231,154,809,124,1504,84,1581,118
564,122,1051,219,106,855,546,1165,1102,951,106,1373
356,989,1525,1680,967,0,108,164,657,748,0,562
138,1496,1496,148,457,1189,109,1290,518,517,94,0
125,98,104,113,118,169,80,1254,740,132,151,138
93,1003,1660,1602,1318,129,1612,408,109,98,373,150
1413,0,91,129,71,111,99,264,0,1050,123,1463
1035,139,553,1492,1238,644,169,155,686,636,0,609
228,1456,0,313,1248,853,377,115,1019,1157,124,1185
86,125,1111,111,1460,760,99,171,1120,1454,110,84
0,134,1104,688,1416,177,831,1533,91,1655,0,1029
136,1019,0,259,0,1045,95,1579,142,1221,125,257
440,99,124,0,251,145,151,102,0,103,149,441
286,87,1619,1107,0,879,0,540,1456,957,0,0
175,143,433,130,110,134,94,143,101,95,145,119
157,1146,0,320,567,936,234,924,92,1088,803,85
160,108,1289,109,118,699,1747,1130,1229,85,94,177
1119,128,731,130,102,106,941,139,81,112,0,325
0,91,1555,1287,174,100,1307,1010,1225,1546,1755,870
151,99,103,126,94,1287,128,1729,1379,0,1588,523
152,0,97,125,96,126,1415,142,1342,0,134,506
72,134,985,106,156,1349,1127,641,851,102,0,921
118,1026,134,907,106,650,961,0,0,132,99,213
1436,754,94,150,88,125,1433,113,662,92,1086,163
306,1387,102,73,365,107,0,588,737,0,677,0
89,106,437,101,88,112,1609,616,569,570,271,1782
1472,0,96,96,104,1066,1676,833,1132,97,119,1349
91,118,1695,1128,101,0,1372,106,92,1492,1112,681
886,772,813,732,268,86,1135,1108,89,0,0,80
118,0,592,96,174,202,1554,258,1101,737,647,109
1431,1444,134,447,807,331,1031,122,0,322,1033,127
1634,875,96,953,1658,883,79,366,116,101,87,167
0,173,1079,107,129,122,128,1187,118,1464,111,129
98,167,431,1183,1187,105,128,143,1129,1717,132,1145
662,77,1531,458,0,93,250,1274,0,0,0,0
508,1707,0,97,270,164,1424,1567,326,173,155,113
0,649,815,110,133,131,234,0,138,134,170,290
1212,102,555,281,916,88,91,1354,134,144,84,1737
124,70,993,1442,877,837,1186,1260,108,1465,0,1114
732,174,723,941,987,144,158,135,218,88,1174,708
152,1037,102,106,0,98,1306,87,120,381,948,1501
573,100,565,104,1279,514,846,132,1744,125,1777,1551
105,165,807,98,509,91,1195,1258,0,175,426,1239
427,629,1701,785,133,286,155,1246,122,992,154,569
633,153,1603,470,1420,240,0,1026,1000,131,728,88
1489,103,451,1245,1695,115,99,1778,125,157,112,1324
1757,926,107,81,107,0,0,107,128,1798,0,99
1399,88,1768,1378,0,1441,118,337,93,458,866,1768
651,97,80,285,1296,153,0,81,694,1649,93,726
676,119,157,103,0,128,932,128,1132,155,1497,872
968,472,671,805,792,134,730,517,98,0,1307,1776
0,1692,1800,0,72,1686,116,1332,970,0,1393,960
827,1033,0,393,0,0,0,741,595,1612,906,1145
878,1756,1471,100,1459,1082,138,0,154,0,366,1691
132,108,465,339,0,96,865,100,171,87,130,131
146,71,116,972,128,955,90,119,1464,336,135,1442
73,0,1415,108,821,0,469,762,1291,131,833,611
74,124,71,86,928,103,109,1796,918,120,457,0
0,679,566,1739,929,0,86,508,129,102,86,152
994,1085,75,1749,120,1605,1180,1105,1570,683,88,132
145,1737,103,165,155,1290,114,1578,117,1658,1659,106
939,131,158,489,839,244,101,0,126,100,1732,149
1498,1769,100,139,163,1418,1275,93,1317,0,1715,599
666,152,1297,1087,0,131,420,0,643,100,332,1253
1005,1108,101,175,1577,0,116,174,1656,304,505,166
129,1190,104,963,1377,482,1619,376,610,126,1608,252
110,112,826,158,290,80,1550,1217,1389,1700,101,0
142,1335,168,1525,164,263,115,0,972,537,201,115
164,107,1382,500,112,104,76,122,262,561,774,1115
128,1083,102,589,98,70,468,80,131,861,846,159
988,180,1523,215,0,1562,614,116,169,972,730,78
935,464,135,261,0,0,1739,94,152,874,383,179
1660,124,1486,449,1736,750,81,176,156,594,1614,94
556,0,524,161,1086,92,1643,119,378,1780,268,161
1155,1649,153,429,1328,83,130,96,1061,167,1279,0
161,112,640,0,1131,941,1349,103,817,306,1025,118
1338,551,91,0,93,256,479,217,1037,700,95,1572
219,160,0,116,1600,119,616,1442,835,1475,0,172
767,0,389,1647,285,1244,113,117,539,715,89,420
112,0,451,1014,859,97,1028,82,471,106,620,86
0,976,1038,683,630,133,0,115,910,114,0,1652
173,87,101,124,112,110,437,119,0,0,526,1422
1779,1097,1175,593,113,93,0,1230,0,856,111,1570
0,1145,94,1442,651,117,140,0,82,1366,154,0
93,1445,1224,87,133,100,134,336,558,268,101,1043
167,1751,849,129,741,0,913,114,134,599,174,213
116,120,1761,148,1799,1773,1268,538,83,1781,1640,163
959,150,280,1625,237,0,90,1629,977,1237,220,285
1597,767,86,507,98,115,0,73,110,93,0,287
79,1274,1431,461,0,158,0,123,101,908,86,1305
870,88,1633,229,0,77,632,155,471,80,538,107
135,1718,1306,358,473,133,524,129,87,116,622,1681
1550,445,327,1398,1023,0,120,125,508,146,86,105
124,103,632,1476,1184,1273,0,111,742,86,85,1143
899,126,1444,132,1196,0,407,845,129,100,145,1060
626,235,177,106,112,1634,92,0,547,0,85,481
1625,132,83,813,396,808,407,0,164,102,89,99
1357,1459,117,119,646,360,873,1752,0,1394,134,104
125,617,0,1438,0,94,1436,89,79,1652,858,1624
116,677,1564,0,162,492,816,1092,972,94,108,1637
430,0,127,136,0,1077,88,77,124,513,0,939
1773,856,624,131,272,950,1158,147,1745,1724,97,0
77,0,135,800,426,1205,0,135,174,126,127,350
0,0,0,0,0,790,331,363,1675,0,115,88
109,99,0,150,1012,0,1762,0,1543,881,87,1015
1467,108,1351,92,1587,102,507,956,152,1478,1564,105
446,909,849,132,1670,159,1533,113,619,0,887,97
1482,157,114,0,109,465,0,471,113,1433,0,796
1426,133,590,169,550,116,71,1306,95,99,470,934
117,338,319,91,229,217,116,1554,1738,86,1213,179
202,801,108,449,1054,1606,0,119,105,1294,841,110
1095,529,92,303,1569,138,113,98,134,486,874,119
1496,88,601,922,98,0,0,105,770,88,100,331
884,1265,1201,325,1148,89,107,0,109,1722,1586,117
1428,940,914,0,128,1283,578,0,1110,1765,1020,1224
85,73,0,1188,1547,129,0,176,116,1551,770,1735
122,599,1099,121,105,297,127,1085,0,119,119,0
437,86,73,360,126,854,1081,99,127,75,1154,1604
95,86,176,101,87,96,1541,1641,1478,174,725,84
670,129,161,1306,1094,1581,921,250,310,101,513,112
133,126,1417,1567,108,0,1568,949,1448,1356,0,232
1210,696,912,743,128,1453,130,97,0,130,731,1650
99,143,363,702,206,0,0,0,91,1438,113,102
128,123,90,97,96,430,80,1356,110,104,95,0
1268,548,631,1135,135,1487,927,157,93,1683,160,118
137,111,90,96,777,757,1533,0,1678,1221,262,1283
997,862,125,117,121,103,126,1344,128,106,1030,0
917,131,146,326,173,1137,96,110,1115,124,1738,132
1346,146,109,176,160,138,0,1208,101,754,1431,357
839,1505,178,85,1325,853,757,72,134,119,98,110
1013,0,125,554,172,140,102,105,1248,0,1314,630
1683,1764,869,1102,129,117,1527,1703,86,85,127,78
122,139,105,228,119,995,1732,1413,1446,165,0,1180
107,91,1602,1283,93,137,102,93,1331,141,918,104
796,170,84,945,1652,110,127,699,462,1627,1372,1530
984,106,89,1189,269,0,366,96,1387,293,104,1404
86,1315,1098,1570,137,113,1122,289,124,239,292,0
1290,117,869,422,512,1402,148,114,89,157,419,136
150,0,583,99,0,97,1558,111,1541,85,134,166
126,293,0,1015,105,1305,673,131,135,1507,264,110
90,1080,1295,986,1023,95,967,530,99,100,684,723
86,123,0,73,0,157,0,0,0,0,92,132
93,115,1776,120,0,123,1763,1504,0,0,998,0
1673,130,523,751,920,0,0,1768,123,373,134,133
1199,317,572,0,952,120,1478,373,1368,85,1115,350
140,132,280,518,95,137,0,1536,129,0,1412,598
124,978,1646,277,78,0,408,124,142,125,97,134
172,94,123,126,1664,137,451,1093,116,95,0,1385
1330,0,0,0,177,134,1185,177,365,955,72,1442
123,1540,113,169,158,83,791,178,100,97,893,1750
100,97,484,1522,122,96,90,111,388,136,173,0
125,109,1200,1642,159,0,0,115,1119,106,589,0
359,482,367,136,81,0,376,884,1228,174,129,465
390,125,116,90,0,1647,289,363,168,161,125,107
145,0,79,95,107,95,404,1138,97,1178,1782,76
1735,1233,86,778,96,0,135,100,1793,90,273,156
1013,0,126,169,100,274,134,652,1751,416,95,105
90,134,1062,608,1698,179,922,252,247,96,0,91
1490,1750,930,1087,0,542,122,867,1483,1549,1159,0
133,557,256,889,0,1128,359,1006,0,112,125,1496
126,102,987,1725,135,1158,1652,217,1260,1442,83,1244
156,85,1273,1216,86,0,178,775,285,1087,1737,128
162,909,129,828,126,0,130,85,128,0,1000,112
1789,329,1236,610,0,93,88,523,745,478,1663,135
607,1712,103,594,0,92,291,82,1699,176,94,915
0,127,0,787,142,0,956,1635,962,126,509,128
585,0,0,178,143,0,119,120,770,0,298,1440
0,127,112,897,134,1158,1612,0,269,0,1541,665
0,0,1652,485,92,0,0,92,439,888,1690,1350
0,459,603,0,0,1060,0,1189,0,131,0,112
129,1264,86,163,943,0,133,794,77,602,901,134
127,0,834,166,96,1723,0,121,109,134,90,815
1709,173,1177,1156,126,1677,0,0,0,0,129,144
0,0,0,0,100,1321,118,103,74,1264,1476,97
110,1032,1270,1141,1610,276,116,1203,119,452,141,179
114,923,98,95,526,1587,0,1367,676,1028,0,835
135,796,1128,581,166,156,316,127,131,0,0,138
1559,1051,113,949,126,1124,520,121,132,0,98,1474
244,0,135,1153,1798,0,1015,127,1800,94,0,102
0,157,973,294,94,117,150,408,820,102,0,91
775,0,505,122,104,742,725,122,119,121,107,725
1078,0,0,1421,146,131,113,128,0,107,327,615
131,0,682,740,336,125,491,1368,286,129,1426,234
0,0,485,412,110,106,132,1414,1594,1607,177,480
98,88,694,151,1768,1085,1748,610,698,238,0,1175
102,1285,1624,247,102,392,299,0,257,169,73,1568
85,395,152,0,81,1677,121,700,795,118,0,0
1691,86,122,88,126,0,270,1140,1574,95,147,911
110,97,130,80,570,106,752,292,107,0,1118,542
117,837,473,119,1157,1447,405,858,539,744,129,120
0,178,556,473,0,686,178,251,1657,1502,0,111
1686,293,1054,121,122,1696,0,104,112,1391,126,372
445,149,100,624,0,0,97,841,164,819,350,607
136,92,551,1364,134,1090,80,126,817,173,671,1182
1490,157,627,1064,677,120,330,0,135,142,1682,551
73,128,112,521,0,140,77,85,1363,879,81,99
1357,140,205,1616,444,1587,97,77,416,0,1208,110
1359,0,90,110,608,95,126,100,596,1338,683,1502
1121,0,1332,105,122,111,1223,1158,104,298,513,159
72,0,113,883,1124,0,93,262,116,678,711,1248
172,1227,142,171,120,1509,0,1018,106,567,877,1602
131,176,157,545,1788,1739,628,119,100,591,175,1673
301,1055,131,1715,102,1457,0,1235,852,339,1766,278
1016,285,0,108,100,127,0,1287,0,72,133,0
825,1335,856,92,78,1556,1549,1659,1670,100,1468,0
124,0,81,0,150,111,1171,269,1792,102,90,102
155,132,587,516,123,0,1763,180,121,794,903,146
101,692,752,129,1211,1738,153,1574,86,0,312,1175
431,264,94,454,117,1282,647,100,94,152,1471,88
593,126,166,0,402,119,687,684,574,900,175,129
157,1603,1246,1487,0,1343,433,1767,112,1592,0,107
1150,948,1635,274,110,117,1031,129,886,153,177,1073
0,105,1084,161,170,0,1261,120,1097,1233,119,120
91,0,0,0,0,1211,866,0,0,0,0,1089
1572,893,98,0,79,127,581,0,92,0,889,0
110,368,238,933,95,535,1454,847,563,135,770,658
862,1175,1003,928,129,0,146,112,1551,171,0,1375
108,1784,82,158,100,122,1497,1519,1092,776,1005,104
140,752,111,1554,1545,1404,1613,272,170,1385,104,1402
0,1161,131,162,826,1101,1461,1538,858,0,1371,837
1419,578,1253,0,132,292,147,179,132,992,708,115
778,1413,548,1470,124,715,109,436,1724,1577,130,841
902,1320,1795,1349,122,998,0,101,0,117,1501,240
1777,1602,131,1452,890,0,1067,131,953,1214,1741,134
157,124,117,1665,154,0,135,110,1259,1439,0,0
117,0,1233,92,1658,442,1542,112,551,144,93,116
674,96,0,1201,855,126,165,105,128,325,1379,728
1368,0,372,0,659,139,101,223,109,0,1018,1046
1262,146,615,1702,0,163,104,0,584,662,977,1665
152,105,0,849,173,101,122,132,91,72,896,810
1184,1040,587,99,264,1582,1494,419,87,115,102,0
107,1539,108,1601,1385,135,88,146,212,0,629,109
0,165,1056,95,110,989,604,1206,113,753,1396,303
1219,1240,111,1013,145,162,382,175,433,117,1331,78
135,131,440,1008,1187,738,0,135,609,90,122,971
0,1037,127,801,1363,1627,387,115,120,163,167,902
132,1678,1118,101,1009,174,125,151,113,0,146,701
557,0,123,685,1195,109,1064,176,578,1600,630,132
0,1479,1475,859,897,584,740,1432,1535,1633,85,1034
0,724,686,748,847,82,133,0,100,1562,177,876
1075,169,1140,71,0,1484,1490,622,145,1497,374,122
911,647,0,106,116,1679,351,0,0,332,372,994
457,171,1632,1187,111,127,1658,1263,180,1257,772,657
140,1151,121,660,581,1114,1688,139,292,1714,527,573
90,0,94,92,96,982,1486,127,747,1193,124,1519
124,85,1538,165,1667,905,154,161,119,101,933,125
1258,690,565,74,1112,1659,133,1509,839,156,1370,1233
168,1387,89,621,1677,85,1637,916,105,0,1246,1183
110,981,602,1453,1008,165,94,1491,898,474,1129,555
500,92,0,0,0,0,0,0,0,0,1735,89
899,1495,568,99,87,105,1361,1697,1493,1029,87,90
547,85,112,1305,92,1125,462,729,0,132,1026,1035
915,159,89,85,171,135,1575,91,1323,560,748,464
1529,124,1204,96,1022,940,796,95,70,101,1730,996
0,114,1552,1069,130,1095,112,120,885,0,0,85
402,93,85,138,1775,1275,667,152,1657,0,131,985
1416,128,584,313,88,1128,97,86,610,121,647,1352
279,174,1115,0,1352,1126,100,629,616,0,1461,1800
1456,0,0,649,326,129,98,960,1604,118,122,132
103,116,113,118,988,105,1432,1142,1683,263,115,166
119,118,0,985,1011,1378,1532,448,102,101,205,100
134,99,131,115,1196,108,0,114,127,1785,348,1636
620,1463,1455,621,0,105,851,1199,919,1260,1156,98
145,0,509,89,81,0,143,0,0,111,1321,1472
125,1636,1554,94,1617,555,568,811,137,97,1412,106
412,170,1632,1788,0,1164,1024,1715,127,1743,1123,949
908,1523,70,609,287,1775,135,511,1095,417,526,626
97,113,1718,89,0,139,88,759,1312,1704,0,420
109,164,0,92,180,107,1668,1465,1493,1261,141,103
1178,610,703,518,129,105,470,122,536,1173,1432,173
1797,1735,348,1568,897,0,1623,102,663,374,0,143
591,162,107,949,1310,128,1538,907,126,98,1359,78
0,126,702,287,217,974,1362,109,738,1430,1662,971
674,1530,0,121,93,179,99,89,118,593,109,118
96,1182,119,1127,0,1737,156,70,400,491,606,1455
158,0,94,883,125,113,120,120,139,141,555,93
881,838,1551,1074,90,1654,0,96,1293,135,1717,0
235,1257,87,111,425,266,140,1600,1168,1029,274,119
170,1625,131,312,583,99,138,691,159,135,474,0
406,1533,1697,622,91,1012,1069,226,238,1495,1613,1638
117,1520,1068,1661,1023,818,384,121,115,457,112,178
175,1214,1793,78,760,113,1464,995,1698,77,629,0
899,117,152,1285,0,0,1448,1282,135,1782,1075,0
741,337,956,1100,1218,590,1637,938,123,122,464,0
1686,385,0,104,108,848,142,126,1342,156,117,0
115,129,93,272,130,0,1325,112,75,1600,300,1150
135,1100,1388,144,163,448,99,167,98,0,128,0
120,1263,155,598,442,0,105,167,0,156,96,548
900,159,1045,851,1769,121,470,73,235,1741,1631,123
531,110,112,1357,892,126,594,127,511,70,837,757
1634,403,145,779,103,346,86,1498,1117,0,905,142
1759,101,744,0,837,124,1069,316,0,977,96,162
1148,160,126,134,501,363,1652,140,0,248,660,1382
363,1676,1314,166,1214,1165,843,0,158,77,1260,125
0,1535,1441,1164,1235,0,103,110,1167,217,1467,1307
752,93,677,878,301,1144,373,924,397,108,109,1225
802,405,816,114,1379,109,317,0,125,1306,959,164
132,96,0,783,903,132,165,114,124,89,225,485
86,1261,134,1486,114,118,1630,1276,113,122,138,133
958,96,109,448,114,0,844,806,128,1099,0,289
1246,0,697,418,77,131,526,129,871,912,1798,1536
0,98,369,780,122,93,1150,113,141,102,1161,141
98,1087,0,131,111,118,442,746,94,1137,1461,0
132,106,552,137,108,155,1701,75,154,1677,135,102
1019,0,117,145,85,1594,889,730,0,1514,161,766
885,1631,858,388,121,1304,305,799,160,122,698,175
1258,1318,276,179,1792,115,830,107,90,0,119,86
1283,1518,92,1157,97,87,321,0,114,159,870,135
160,78,108,158,326,1590,1207,113,1706,912,88,938
164,972,515,77,1313,122,1394,1758,155,140,875,743
1364,849,94,86,132,135,122,0,429,103,0,779
168,1268,92,551,1689,889,1237,96,970,945,118,74
504,606,119,809,130,0,1489,138,143,1124,1365,150
88,150,345,1176,85,79,294,269,147,805,113,217
1749,596,0,80,686,1079,1797,1402,0,96,1190,481
0,1011,855,1260,688,122,440,707,1417,91,125,0
109,85,105,279,468,0,406,133,86,157,88,75
948,608,715,0,739,245,133,170,138,133,78,469
156,94,1071,82,87,91,1555,88,665,80,104,129
1022,134,99,126,849,1459,1001,174,858,811,85,606
1629,154,812,1723,459,0,1564,422,0,578,133,148
1223,112,119,100,143,102,744,879,107,72,1593,110
116,112,131,1496,115,114,106,91,350,74,175,1101
129,996,113,113,100,130,0,877,220,1132,828,1340
130,743,164,163,100,118,180,669,517,293,933,1305
1432,0,0,175,106,92,1079,89,1122,1678,667,132
91,1614,1606,540,805,1479,1476,1419,1234,167,1306,130
119,1022,1553,902,153,1185,1563,73,1042,110,763,118
565,137,911,752,0,1341,132,716,1116,74,134,129
122,170,839,868,426,1361,132,92,1427,103,1212,1265
217,507,557,89,105,962,763,1005,391,888,1698,0
0,734,116,1710,1431,1477,1744,498,1500,1556,99,1295
119,1523,1758,0,166,1329,129,89,750,104,94,248
1104,1729,503,1402,0,1088,258,91,126,151,991,783
1254,1094,120,88,431,613,420,0,1135,149,1799,374
674,99,88,1014,0,104,91,237,600,549,116,849
1743,88,1319,130,1710,1641,147,172,1438,919,1197,1780
866,1578,86,123,120,1550,239,233,85,1741,1329,146
1735,0,1621,1036,0,143,91,164,0,70,110,382
142,568,1338,78,0,1383,1191,1721,643,1484,1522,294
89,0,103,156,95,417,102,1419,122,0,1728,130
470,573,161,0,117,119,401,121,1651,119,845,101
1321,1180,964,685,1297,75,0,0,76,458,342,80
126,1377,1759,1512,1048,437,871,261,1315,948,128,144
78,135,508,527,111,221,729,155,1723,249,135,885
1101,0,124,285,312,1772,73,1291,174,101,123,233
1786,92,131,0,531,481,80,1121,174,960,777,836
1024,100,1226,639,364,128,149,112,883,789,1636,115
0,150,972,91,112,93,119,135,0,1768,154,145
522,178,93,1579,1212,1424,101,1569,89,352,164,109
933,122,1023,75,1074,0,1670,0,129,1637,1516,0
1473,113,651,1697,175,101,98,179,147,274,722,410
1304,90,1762,122,1783,0,107,86,1403,589,170,557
544,521,150,0,110,167,124,154,90,427,401,0
1681,1389,101,833,1321,658,105,1724,1578,304,882,1128
293,113,439,1746,263,418,0,161,0,464,119,98
141,1300,0,94,157,1653,135,84,111,1512,0,0
814,484,352,277,170,90,1567,89,0,895,1505,92
89,567,0,881,1605,703,127,1307,85,1193,153,131
92,1685,1701,105,0,1613,126,154,0,1464,127,121
1529,936,123,113,0,86,0,412,144,118,688,1091
130,1549,1753,1498,0,1717,653,164,1243,113,98,0
88,983,355,1180,89,108,104,438,352,92,77,125
0,88,131,1012,0,0,1544,1698,1108,1410,478,134
1311,800,1397,157,117,94,1595,91,118,85,1678,769
338,160,1180,159,178,449,0,87,717,1265,119,161
617,169,731,842,1185,977,1084,1294,1052,0,538,110
125,952,137,153,129,1667,1287,1732,1127,382,1091,820
479,96,1310,0,1548,109,1136,106,281,1016,797,632
203,0,705,0,116,1463,1188,0,1528,171,0,86
